RAP	MSU
Os05g0568200	LOC_Os05g49310
Os05g0568250	LOC_Os05g49310
Os05g0568300	LOC_Os05g49320
Os05g0568900	LOC_Os05g49380
Os05g0569200	LOC_Os05g49410
Os05g0569300	LOC_Os05g49420
Os05g0569400	LOC_Os05g49430
Os05g0569500	LOC_Os05g49440
Os05g0569700	LOC_Os05g49460
Os05g0569800	LOC_Os05g49470
Os05g0570400	LOC_Os05g49520
Os05g0571000	LOC_Os05g49590
Os05g0571100	LOC_Os05g49610
Os05g0571200	LOC_Os05g49620
Os05g0572000	LOC_Os05g49700
Os05g0572700	LOC_Os05g49730
Os05g0573200	LOC_Os05g49760
Os05g0573300	LOC_Os05g49770
Os05g0573500	LOC_Os05g49780
Os05g0573700	LOC_Os05g49800
Os05g0573800	LOC_Os05g49810
Os05g0573900	LOC_Os05g49820
Os05g0574000	LOC_Os05g49830
Os05g0574100	LOC_Os05g49840
Os05g0573950	LOC_Os05g49840
Os05g0574300	LOC_Os05g49860
Os05g0574400	LOC_Os05g49880
Os05g0574500	LOC_Os05g49890
Os05g0574600	LOC_Os05g49900
Os05g0576700	LOC_Os05g50110
Os05g0576800	LOC_Os05g50120
Os05g0576850	LOC_Os05g50130
Os05g0576900	LOC_Os05g50140
Os05g0577200	LOC_Os05g50170
Os05g0577500	LOC_Os05g50180
Os05g0577700	LOC_Os05g50190
Os05g0578500	LOC_Os05g50250
Os05g0578600	LOC_Os05g50260
Os05g0578900	LOC_Os05g50270
Os05g0579000	LOC_Os05g50280
Os05g0579100	LOC_Os05g50290
Os05g0579200	LOC_Os05g50300
Os05g0579800	LOC_Os05g50360
Os05g0579900	LOC_Os05g50370
Os05g0580000	LOC_Os05g50380
Os05g0582300	LOC_Os05g50550
Os05g0582500	LOC_Os05g50570
Os05g0582600	LOC_Os05g50580
Os05g0582800	LOC_Os05g50600
Os05g0583000	LOC_Os05g50610
Os05g0583400	LOC_Os05g50654
Os05g0583500	LOC_Os05g50660
Os05g0584200	LOC_Os05g50710
Os05g0584600	LOC_Os05g50750
Os05g0584900	LOC_Os05g50770
Os05g0585400	LOC_Os05g50800
Os05g0585500	LOC_Os05g50810
Os05g0585800	LOC_Os05g50830
Os05g0585900	LOC_Os05g50840
Os05g0586200	LOC_Os05g50890
Os05g0586300	LOC_Os05g50900
Os05g0586400	LOC_Os05g50910
Os05g0586500	LOC_Os05g50920
Os05g0586600	LOC_Os05g50930
Os05g0586700	LOC_Os05g50940
Os05g0587000	LOC_Os05g50960
Os05g0587100	LOC_Os05g50970
Os05g0587200	LOC_Os05g50980
Os05g0587300	LOC_Os05g50990
Os05g0587400	LOC_Os05g51000
Os05g0588250	LOC_Os05g51070
Os05g0588300	LOC_Os05g51070
Os05g0588500	LOC_Os05g51090
Os05g0588700	LOC_Os05g51110
Os05g0588900	LOC_Os05g51130
Os05g0589000	LOC_Os05g51140
Os05g0589400	LOC_Os05g51160
Os05g0589600	LOC_Os05g51180
Os05g0589700	LOC_Os05g51190
Os05g0590000	LOC_Os05g51220
Os05g0590100	LOC_Os05g51230
None	LOC_Os05g51270
Os05g0591400	LOC_Os05g51360
Os05g0591600	LOC_Os05g51390
Os05g0591800	LOC_Os05g51400
Os05g0591900	LOC_Os05g51420
Os05g0592000	LOC_Os05g51440
Os05g0592100	LOC_Os05g51450
Os05g0592400	LOC_Os05g51480
Os05g0592500	LOC_Os05g51490
Os05g0592600	LOC_Os05g51500
Os05g0592800	LOC_Os05g51510
Os05g0593000	LOC_Os05g51520
Os05g0593100	LOC_Os05g51530
Os05g0593300	LOC_Os05g51550
Os05g0593800	LOC_Os05g51560
Os05g0593900	LOC_Os05g51570
Os05g0594200	LOC_Os05g51610
Os05g0594700	LOC_Os05g51630
Os05g0594800	LOC_Os05g51640
Os05g0594900	LOC_Os05g51650
Os05g0595100	LOC_Os05g51670
Os05g0595400	LOC_Os05g51700
Os05g0595500	LOC_Os05g51710
Os05g0595800	LOC_Os05g51740
Os05g0596500	LOC_Os05g51780
Os05g0596600	LOC_Os05g51790
Os05g0596700	LOC_Os05g51800
Os05g0597000	LOC_Os05g51820
Os05g0597100	LOC_Os05g51830
Os05g0597200	LOC_Os05g51850
Os06g0101000	LOC_Os06g01170
Os06g0101100	LOC_Os06g01180
Os06g0101300	LOC_Os06g01200
Os06g0101600	LOC_Os06g01210
Os06g0102100	LOC_Os06g01250
Os06g0102300	LOC_Os06g01260
Os06g0102750	LOC_Os06g01304
Os06g0102700	LOC_Os06g01304
Os06g0102800	LOC_Os06g01320
Os06g0102900	LOC_Os06g01320
Os06g0103200	LOC_Os06g01350
Os06g0103300	LOC_Os06g01360
Os06g0103400	LOC_Os06g01370
Os06g0103500	LOC_Os06g01390
Os06g0103600	LOC_Os06g01400
Os06g0103700	LOC_Os06g01410
Os06g0103800	LOC_Os06g01440
Os06g0104400	LOC_Os06g01500
Os06g0104800	LOC_Os06g01580
Os06g0104900	LOC_Os06g01590
Os06g0105100	LOC_Os06g01610
Os06g0105400	LOC_Os06g01630
Os06g0105500	LOC_Os06g01640
Os06g0105600	LOC_Os06g01650
Os06g0105800	LOC_Os06g01670
Os06g0106000	LOC_Os06g01690
Os06g0106100	LOC_Os06g01700
Os06g0107100	LOC_Os06g01790
Os06g0107750	LOC_Os06g01840
Os06g0107600	LOC_Os06g01840
Os06g0107700	LOC_Os06g01850
Os06g0107800	LOC_Os06g01860
Os06g0108500	LOC_Os06g01890
Os06g0108600	LOC_Os06g01920
Os06g0108900	LOC_Os06g01934
Os06g0109000	LOC_Os06g01950
Os06g0109300	LOC_Os06g01972
Os06g0109400	LOC_Os06g01980
Os06g0109500	LOC_Os06g01990
Os06g0109600	LOC_Os06g02000
Os06g0110000	LOC_Os06g02019
Os06g0110100	LOC_Os06g02028
Os06g0111400	LOC_Os06g02130
Os06g0111500	LOC_Os06g02144
Os06g0111700	LOC_Os06g02170
Os06g0111800	LOC_Os06g02180
Os06g0112000	LOC_Os06g02200
Os06g0112100	LOC_Os06g02210
Os06g0112200	LOC_Os06g02220
Os06g0112300	LOC_Os06g02230
Os06g0112400	LOC_Os06g02240
Os06g0112800	LOC_Os06g02260
None	LOC_Os06g02350
Os06g0113800	LOC_Os06g02360
Os06g0113900	LOC_Os06g02370
Os06g0114000	LOC_Os06g02380
Os06g0114200	LOC_Os06g02390
Os06g0114500	LOC_Os06g02420
Os06g0114600	LOC_Os06g02430
Os06g0115100	LOC_Os06g02470
Os06g0115200	LOC_Os06g02480
Os06g0115300	LOC_Os06g02490
Os06g0115400	LOC_Os06g02500
Os06g0115500	LOC_Os06g02510
Os06g0116100	LOC_Os06g02550
NA	LOC_Os06g02555
None	LOC_Os06g02560
Os06g0116300	LOC_Os06g02570
Os06g0116400	LOC_Os06g02580
Os06g0116600	LOC_Os06g02600
Os06g0116800	LOC_Os06g02620
Os06g0118700	LOC_Os06g02780
Os06g0119600	LOC_Os06g02900
Os06g0120732	LOC_Os06g02980
Os06g0121500	LOC_Os06g03080
Os06g0121800	LOC_Os06g03120
Os06g0125000	LOC_Os06g03500
Os06g0125300	LOC_Os06g03530
Os06g0125400	LOC_Os06g03540
Os06g0125500	LOC_Os06g03560
Os06g0125600	LOC_Os06g03570
Os06g0126000	LOC_Os06g03600
Os06g0126250	LOC_Os06g03610
Os06g0126500	LOC_Os06g03640
Os06g0127000	LOC_Os06g03660
Os06g0127100	LOC_Os06g03670
Os06g0127200	LOC_Os06g03676
Os06g0127300	LOC_Os06g03682
Os06g0127700	LOC_Os06g03700
Os06g0127900	LOC_Os06g03720
Os06g0128100	LOC_Os06g03750
Os06g0128200	LOC_Os06g03760
Os06g0128300	LOC_Os06g03770
Os06g0128400	LOC_Os06g03780
Os06g0128500	LOC_Os06g03790
Os06g0128700	LOC_Os06g03800
Os06g0128600	LOC_Os06g03800
Os06g0129100	LOC_Os06g03830
Os06g0129400	LOC_Os06g03860
Os06g0129700	LOC_Os06g03910
Os06g0130000	LOC_Os06g03940
Os06g0130100	LOC_Os06g03970
Os06g0130400	LOC_Os06g03990
Os06g0130500	LOC_Os06g04000
Os06g0130600	LOC_Os06g04010
Os06g0130800	LOC_Os06g04020
Os06g0130900	LOC_Os06g04030
Os06g0131100	LOC_Os06g04040
Os06g0131300	LOC_Os06g04070
Os06g0131500	LOC_Os06g04080
Os06g0131700	LOC_Os06g04090
Os06g0132100	LOC_Os06g04130
Os06g0132400	LOC_Os06g04150
Os06g0132500	LOC_Os06g04169
Os06g0132600	LOC_Os06g04190
Os06g0133000	LOC_Os06g04200
Os06g0133600	LOC_Os06g04250
Os06g0133800	LOC_Os06g04270
Os06g0133900	LOC_Os06g04280
Os06g0134000	LOC_Os06g04290
Os06g0134050	LOC_Os06g04300
Os06g0134700	LOC_Os06g04370
Os06g0134800	LOC_Os06g04380
Os06g0134900	LOC_Os06g04390
Os06g0135900	LOC_Os06g04450
Os06g0136500	LOC_Os06g04500
Os06g0136600	LOC_Os06g04510
Os06g0136700	LOC_Os06g04520
Os06g0136800	LOC_Os06g04530
Os06g0137100	LOC_Os06g04560
Os06g0137300	LOC_Os06g04580
Os06g0137400	LOC_Os06g04590
Os06g0137500	LOC_Os06g04600
Os06g0137600	LOC_Os06g04610
Os06g0137700	LOC_Os06g04620
Os06g0138000	LOC_Os06g04640
Os06g0138100	LOC_Os06g04650
Os06g0138400	LOC_Os06g04670
Os06g0138600	LOC_Os06g04680
Os06g0139700	LOC_Os06g04780
Os06g0139900	LOC_Os06g04800
None	LOC_Os06g04810
Os06g0140100	LOC_Os06g04820
Os06g0140200	LOC_Os06g04830
Os06g0140300	LOC_Os06g04840
Os06g0140400	LOC_Os06g04850
Os06g0140700	LOC_Os06g04870
Os06g0140800	LOC_Os06g04880
Os06g0141100	LOC_Os06g04900
Os06g0141166	LOC_Os06g04910
Os06g0141400	LOC_Os06g04930
Os06g0142500	LOC_Os06g05050
Os06g0142600	LOC_Os06g05060
Os06g0142650	LOC_Os06g05070
Os06g0142700	LOC_Os06g05080
Os06g0142800	LOC_Os06g05090
Os06g0142900	LOC_Os06g05100
Os06g0143000	LOC_Os06g05110
Os06g0143700	LOC_Os06g05160
Os06g0143900	LOC_Os06g05180
Os06g0144000	LOC_Os06g05190
Os06g0144200	LOC_Os06g05209
Os06g0144600	LOC_Os06g05240
Os06g0144800	LOC_Os06g05250
None	LOC_Os06g05272
Os06g0145700	LOC_Os06g05340
Os06g0145800	LOC_Os06g05350
Os06g0146100	LOC_Os06g05359
Os06g0146250	LOC_Os06g05380
Os06g0146300	LOC_Os06g05390
Os06g0146400	LOC_Os06g05400
Os06g0147800	LOC_Os06g05520
Os06g0148200	LOC_Os06g05550
Os06g0149100	LOC_Os06g05630
Os06g0149400	LOC_Os06g05660
Os06g0149700	LOC_Os06g05690
Os06g0149900	LOC_Os06g05700
Os06g0150100	LOC_Os06g05720
Os06g0150400	LOC_Os06g05740
Os06g0151200	LOC_Os06g05800
Os06g0151300	LOC_Os06g05804
Os06g0151600	LOC_Os06g05820
Os06g0151800	LOC_Os06g05820
Os06g0151700	LOC_Os06g05830
Os06g0151900	LOC_Os06g05860
Os06g0152100	LOC_Os06g05880
Os06g0152200	LOC_Os06g05890
Os06g0152300	LOC_Os06g05900
Os06g0152400	LOC_Os06g05910
Os06g0152500	LOC_Os06g05920
Os06g0152700	LOC_Os06g05940
Os06g0153200	LOC_Os06g05980
Os06g0153800	LOC_Os06g06030
Os06g0153900	LOC_Os06g06040
Os06g0154200	LOC_Os06g06050
Os06g0154400	LOC_Os06g06080
Os06g0154500	LOC_Os06g06090
Os06g0154600	LOC_Os06g06100
Os06g0155000	LOC_Os06g06130
Os06g0155200	LOC_Os06g06150
Os06g0155300	LOC_Os06g06160
Os06g0155500	LOC_Os06g06180
Os06g0155600	LOC_Os06g06190
Os06g0156400	LOC_Os06g06230
Os06g0156900	LOC_Os06g06280
Os06g0157500	LOC_Os06g06300
Os06g0157700	LOC_Os06g06320
Os06g0157800	LOC_Os06g06330
Os06g0158000	LOC_Os06g06350
Os06g0158100	LOC_Os06g06360
Os06g0158200	LOC_Os06g06370
Os06g0158300	LOC_Os06g06380
Os06g0158400	LOC_Os06g06390
Os06g0158500	LOC_Os06g06400
Os06g0158600	LOC_Os06g06410
Os06g0158900	LOC_Os06g06440
Os06g0159400	LOC_Os06g06450
Os06g0159450	LOC_Os06g06460
Os06g0159600	LOC_Os06g06470
Os06g0159750	LOC_Os06g06480
Os06g0159725	LOC_Os06g06480
Os06g0159900	LOC_Os06g06490
Os06g0160000	LOC_Os06g06490
Os06g0160100	LOC_Os06g06510
Os06g0160400	LOC_Os06g06530
Os06g0160500	LOC_Os06g06540
Os06g0160700	LOC_Os06g06560
Os06g0161300	LOC_Os06g06600
Os06g0162600	LOC_Os06g06730
Os06g0162700	LOC_Os06g06740
Os06g0162800	LOC_Os06g06750
Os06g0163000	LOC_Os06g06760
Os06g0163200	LOC_Os06g06770
Os06g0163400	LOC_Os06g06790
Os06g0163500	LOC_Os06g06810
Os06g0163600	LOC_Os06g06820
Os06g0163701	LOC_Os06g06850
Os06g0163900	LOC_Os06g06860
Os06g0164000	LOC_Os06g06870
Os06g0164100	LOC_Os06g06880
Os06g0164500	LOC_Os06g06910
None	LOC_Os06g06920
Os06g0164900	LOC_Os06g06930
NA	LOC_Os06g06940
Os06g0165500	LOC_Os06g06960
Os06g0165600	LOC_Os06g06970
Os06g0165800	LOC_Os06g06980
Os06g0166000	LOC_Os06g07000
Os06g0166200	LOC_Os06g07020
Os06g0166400	LOC_Os06g07030
Os06g0166500	LOC_Os06g07040
Os06g0166900	LOC_Os06g07070
Os06g0167100	LOC_Os06g07090
Os06g0167400	LOC_Os06g07120
Os06g0167500	LOC_Os06g07130
Os06g0167600	LOC_Os06g07140
Os06g0168000	LOC_Os06g07160
Os06g0168500	LOC_Os06g07200
Os06g0168600	LOC_Os06g07210
Os06g0168700	LOC_Os06g07220
Os06g0168800	LOC_Os06g07230
Os06g0169600	LOC_Os06g07280
Os06g0170100	LOC_Os06g07330
Os06g0170500	LOC_Os06g07350
Os06g0171600	LOC_Os06g07474
Os06g0171700	LOC_Os06g07480
Os06g0171800	LOC_Os06g07490
Os06g0172200	LOC_Os06g07560
Os06g0172600	LOC_Os06g07580
Os06g0172800	LOC_Os06g07600
Os06g0173100	LOC_Os06g07630
Os06g0174300	LOC_Os06g07760
Os06g0174400	LOC_Os06g07780
Os06g0175500	LOC_Os06g07830
Os06g0175800	LOC_Os06g07860
Os06g0175900	LOC_Os06g07869
Os06g0176000	LOC_Os06g07878
Os06g0177250	LOC_Os06g07896
Os06g0176200	LOC_Os06g07905
Os06g0176700	LOC_Os06g07932
NA	LOC_Os06g07960
Os06g0177000	LOC_Os06g07969
Os06g0177100	LOC_Os06g07978
NA	LOC_Os06g07996
Os06g0177300	LOC_Os06g08005
Os06g0178500	LOC_Os06g08032
Os06g0178900	LOC_Os06g08080
Os06g0179000	LOC_Os06g08090
Os06g0179200	LOC_Os06g08110
Os06g0179700	LOC_Os06g08140
Os06g0181200	LOC_Os06g08280
Os06g0181100	LOC_Os06g08280
Os06g0181300	LOC_Os06g08290
Os06g0181500	LOC_Os06g08310
Os06g0181566	LOC_Os06g08320
Os06g0181700	LOC_Os06g08340
Os06g0182100	LOC_Os06g08360
Os06g0182300	LOC_Os06g08380
Os06g0182500	LOC_Os06g08400
Os06g0183100	LOC_Os06g08440
Os06g0183200	LOC_Os06g08450
Os06g0183450	LOC_Os06g08450
Os06g0183600	LOC_Os06g08460
Os06g0183800	LOC_Os06g08480
Os06g0183900	LOC_Os06g08490
Os06g0184300	LOC_Os06g08530
Os06g0184500	LOC_Os06g08550
Os06g0184700	LOC_Os06g08560
Os06g0184766	LOC_Os06g08560
Os06g0184800	LOC_Os06g08564
Os06g0185100	LOC_Os06g08600
Os06g0185500	LOC_Os06g08640
Os06g0185900	LOC_Os06g08670
Os06g0186100	LOC_Os06g08690
Os06g0186300	LOC_Os06g08710
Os06g0186400	LOC_Os06g08720
Os06g0186500	LOC_Os06g08730
Os06g0186600	LOC_Os06g08740
Os06g0186900	LOC_Os06g08770
Os06g0187000	LOC_Os06g08790
Os06g0187100	LOC_Os06g08800
Os06g0187200	LOC_Os06g08810
Os06g0187300	LOC_Os06g08820
Os06g0187500	LOC_Os06g08830
Os06g0187900	LOC_Os06g08840
Os06g0188000	LOC_Os06g08850
Os06g0188100	LOC_Os06g08860
Os06g0188400	LOC_Os06g08880
Os06g0188600	LOC_Os06g08890
Os06g0188700	LOC_Os06g08900
Os06g0188800	LOC_Os06g08910
Os06g0189100	LOC_Os06g08930
Os06g0190000	LOC_Os06g09050
Os06g0190500	LOC_Os06g09090
Os06g0190700	LOC_Os06g09120
Os06g0190800	LOC_Os06g09130
Os06g0191200	LOC_Os06g09170
Os06g0191300	LOC_Os06g09180
Os06g0191500	LOC_Os06g09190
Os06g0191700	LOC_Os06g09210
Os06g0191800	LOC_Os06g09220
Os06g0191900	LOC_Os06g09230
Os06g0192100	LOC_Os06g09240
Os06g0192200	LOC_Os06g09250
Os06g0192400	LOC_Os06g09270
Os06g0192500	LOC_Os06g09280
Os06g0192600	LOC_Os06g09290
Os06g0192800	LOC_Os06g09310
Os06g0193000	LOC_Os06g09330
Os06g0193200	LOC_Os06g09340
Os06g0194000	LOC_Os06g09390
Os06g0194400	LOC_Os06g09420
Os06g0194900	LOC_Os06g09450
Os06g0195150	LOC_Os06g09450
Os06g0195600	LOC_Os06g09540
Os06g0195800	LOC_Os06g09560
Os06g0195900	LOC_Os06g09570
Os06g0196300	LOC_Os06g09610
Os06g0196600	LOC_Os06g09630
Os06g0196700	LOC_Os06g09660
Os06g0196900	LOC_Os06g09679
Os06g0197550	LOC_Os06g09688
Os06g0197575	LOC_Os06g09688
Os06g0197600	LOC_Os06g09717
None	LOC_Os06g09760
None	LOC_Os06g09790
None	LOC_Os06g09810
Os06g0198500	LOC_Os06g09820
Os06g0198600	LOC_Os06g09830
Os06g0198800	LOC_Os06g09850
Os06g0198900	LOC_Os06g09860
Os06g0199200	LOC_Os06g09890
Os06g0199500	LOC_Os06g09910
Os06g0199800	LOC_Os06g09930
Os06g0202900	LOC_Os06g10160
Os06g0203200	LOC_Os06g10170
Os06g0203500	LOC_Os06g10200
Os06g0203700	LOC_Os06g10220
Os06g0203800	LOC_Os06g10230
Os06g0204400	LOC_Os06g10280
NA	LOC_Os06g10300
Os06g0205000	LOC_Os06g10340
Os06g0205100	LOC_Os06g10350
Os06g0206000	LOC_Os06g10420
Os06g0206100	LOC_Os06g10430
Os06g0206700	LOC_Os06g10480
Os06g0207000	LOC_Os06g10520
Os06g0207700	LOC_Os06g10580
Os06g0208100	LOC_Os06g10600
Os06g0207966	LOC_Os06g10600
Os06g0208300	LOC_Os06g10620
Os06g0208700	LOC_Os06g10650
Os06g0208800	LOC_Os06g10660
Os06g0209100	LOC_Os06g10670
Os06g0209500	LOC_Os06g10710
Os06g0210000	LOC_Os06g10750
Os06g0210100	LOC_Os06g10760
Os06g0210200	LOC_Os06g10770
None	LOC_Os06g10780
Os06g0210400	LOC_Os06g10790
Os06g0210500	LOC_Os06g10810
Os06g0210900	LOC_Os06g10850
Os06g0211200	LOC_Os06g10880
Os06g0211300	LOC_Os06g10890
Os06g0211600	LOC_Os06g10910
Os06g0211700	LOC_Os06g10920
Os06g0212100	LOC_Os06g10930
Os06g0212300	LOC_Os06g10950
Os06g0212400	LOC_Os06g10960
Os06g0212500	LOC_Os06g10970
Os06g0212600	LOC_Os06g10980
Os06g0212900	LOC_Os06g10990
Os06g0213100	LOC_Os06g11010
Os06g0213200	LOC_Os06g11020
None	LOC_Os06g11020
Os06g0213400	LOC_Os06g11040
None	LOC_Os06g11080
Os06g0214300	LOC_Os06g11090
Os06g0214800	LOC_Os06g11130
Os06g0214850	LOC_Os06g11135
Os06g0214900	LOC_Os06g11140
Os06g0215200	LOC_Os06g11170
Os06g0215300	LOC_Os06g11180
Os06g0215400	LOC_Os06g11190
Os06g0215500	LOC_Os06g11200
Os06g0215600	LOC_Os06g11210
Os06g0215900	LOC_Os06g11240
NA	LOC_Os06g11250
Os06g0216100	LOC_Os06g11270
Os06g0216200	LOC_Os06g11280
Os06g0216300	LOC_Os06g11290
Os06g0216800	LOC_Os06g11320
Os06g0217300	LOC_Os06g11330
Os06g0217500	LOC_Os06g11370
Os06g0217600	LOC_Os06g11380
Os06g0217900	LOC_Os06g11410
Os06g0218000	LOC_Os06g11420
Os06g0218100	LOC_Os06g11430
Os06g0218300	LOC_Os06g11450
Os06g0218500	LOC_Os06g11500
Os06g0219500	LOC_Os06g11610
Os06g0219600	LOC_Os06g11620
Os06g0219700	LOC_Os06g11630
Os06g0219800	LOC_Os06g11640
Os06g0220500	LOC_Os06g11720
Os06g0220600	LOC_Os06g11730
Os06g0221000	LOC_Os06g11780
Os06g0221100	LOC_Os06g11790
Os06g0221200	LOC_Os06g11800
Os06g0222100	LOC_Os06g11840
Os06g0222400	LOC_Os06g11860
Os06g0222900	LOC_Os06g11920
Os06g0223000	LOC_Os06g11930
Os06g0223100	LOC_Os06g11940
Os06g0223200	LOC_Os06g11960
Os06g0223300	LOC_Os06g11970
Os06g0223700	LOC_Os06g11980
Os06g0224100	LOC_Os06g12020
Os06g0224200	LOC_Os06g12030
Os06g0224400	LOC_Os06g12040
None	LOC_Os06g12050
None	LOC_Os06g12070
Os06g0224900	LOC_Os06g12080
Os06g0225000	LOC_Os06g12090
Os06g0225100	LOC_Os06g12100
Os06g0225200	LOC_Os06g12110
Os06g0225300	LOC_Os06g12120
Os06g0225800	LOC_Os06g12150
Os06g0225900	LOC_Os06g12160
Os06g0226600	LOC_Os06g12220
Os06g0226700	LOC_Os06g12230
Os06g0226950	LOC_Os06g12250
Os06g0227250	LOC_Os06g12280
Os06g0227300	LOC_Os06g12280
Os06g0227500	LOC_Os06g12290
Os06g0228200	LOC_Os06g12310
Os06g0228500	LOC_Os06g12320
Os06g0228800	LOC_Os06g12350
Os06g0229200	LOC_Os06g12390
Os06g0229300	LOC_Os06g12400
Os06g0229800	LOC_Os06g12450
Os06g0230100	LOC_Os06g12460
Os06g0231050	LOC_Os06g12500
Os06g0231300	LOC_Os06g12530
Os06g0232000	LOC_Os06g12580
Os06g0232100	LOC_Os06g12590
Os06g0232200	LOC_Os06g12600
Os06g0232300	LOC_Os06g12610
Os06g0232600	LOC_Os06g12630
Os06g0233400	LOC_Os06g12690
Os06g0234200	LOC_Os06g12790
Os06g0235300	LOC_Os06g12876
Os06g0235800	LOC_Os06g12910
Os06g0236300	LOC_Os06g12960
Os06g0236600	LOC_Os06g12980
Os06g0236900	LOC_Os06g12990
Os06g0237000	LOC_Os06g13000
Os06g0237200	LOC_Os06g13020
Os06g0237300	LOC_Os06g13030
Os06g0237400	LOC_Os06g13040
Os06g0237502	LOC_Os06g13050
Os06g0237600	LOC_Os06g13050
Os06g0237800	LOC_Os06g13060
Os06g0237900	LOC_Os06g13070
Os06g0238000	LOC_Os06g13080
Os06g0238200	LOC_Os06g13090
Os06g0238300	LOC_Os06g13100
Os06g0238550	LOC_Os06g13120
Os06g0239100	LOC_Os06g13180
Os06g0239300	LOC_Os06g13200
Os06g0239500	LOC_Os06g13210
None	LOC_Os06g13310
Os06g0241100	LOC_Os06g13320
Os06g0242600	LOC_Os06g13450
Os06g0245700	LOC_Os06g13650
Os06g0245800	LOC_Os06g13660
Os06g0245900	LOC_Os06g13670
Os06g0246000	LOC_Os06g13680
Os06g0246500	LOC_Os06g13720
Os06g0247000	LOC_Os06g13760
Os06g0247500	LOC_Os06g13810
Os06g0247800	LOC_Os06g13820
Os06g0247900	LOC_Os06g13830
Os06g0248200	LOC_Os06g13839
Os06g0248500	LOC_Os06g13870
Os06g0249500	LOC_Os06g13950
None	LOC_Os06g13999
Os06g0250600	LOC_Os06g14030
Os06g0251000	LOC_Os06g14040
Os06g0251200	LOC_Os06g14060
Os06g0251700	LOC_Os06g14080
Os06g0252100	LOC_Os06g14180
Os06g0252300	LOC_Os06g14190
Os06g0253100	LOC_Os06g14240
None	LOC_Os06g14260
Os06g0254200	LOC_Os06g14310
Os06g0254700	LOC_Os06g14370
Os06g0255400	LOC_Os06g14420
Os06g0255700	LOC_Os06g14440
Os06g0255900	LOC_Os06g14450
Os06g0256200	LOC_Os06g14470
Os06g0256300	LOC_Os06g14490
Os06g0256500	LOC_Os06g14510
Os06g0256800	LOC_Os06g14530
Os06g0256900	LOC_Os06g14540
Os06g0257200	LOC_Os06g14550
Os06g0257450	LOC_Os06g14620
Os06g0258000	LOC_Os06g14670
Os06g0258900	LOC_Os06g14740
Os06g0259000	LOC_Os06g14750
Os06g0260500	LOC_Os06g14810
None	LOC_Os06g15020
Os06g0262800	LOC_Os06g15170
None	LOC_Os06g15250
Os06g0264200	LOC_Os06g15330
Os06g0264300	LOC_Os06g15360
Os06g0264500	LOC_Os06g15370
None	LOC_Os06g15380
Os06g0264700	LOC_Os06g15390
Os06g0264800	LOC_Os06g15400
Os06g0265000	LOC_Os06g15420
Os06g0265400	LOC_Os06g15480
Os06g0265900	LOC_Os06g15550
Os06g0267400	LOC_Os06g15680
NA	LOC_Os06g15690
Os06g0267600	LOC_Os06g15700
Os06g0268500	LOC_Os06g15750
Os06g0268350	LOC_Os06g15750
Os06g0268700	LOC_Os06g15760
Os06g0269300	LOC_Os06g15820
Os06g0270200	LOC_Os06g15910
Os06g0270900	LOC_Os06g15990
Os06g0271000	LOC_Os06g16000
Os06g0271300	LOC_Os06g16030
None	LOC_Os06g16070
Os06g0273800	LOC_Os06g16260
Os06g0274100	LOC_Os06g16280
Os06g0274200	LOC_Os06g16290
Os06g0274500	LOC_Os06g16330
Os06g0275000	LOC_Os06g16370
Os06g0275500	LOC_Os06g16390
Os06g0275700	LOC_Os06g16410
Os06g0275800	LOC_Os06g16420
Os06g0275900	LOC_Os06g16430
Os06g0281300	LOC_Os06g16960
Os06g0281400	LOC_Os06g16980
Os06g0281800	LOC_Os06g17000
Os06g0282000	LOC_Os06g17020
Os06g0282400	LOC_Os06g17090
NA	LOC_Os06g17120
None	LOC_Os06g17140
None	LOC_Os06g17250
Os06g0283100	LOC_Os06g17260
Os06g0283200	LOC_Os06g17280
Os06g0283300	LOC_Os06g17285
Os06g0285200	LOC_Os06g17480
Os06g0285400	LOC_Os06g17490
Os06g0286228	LOC_Os06g17730
Os06g0286310	LOC_Os06g17830
Os06g0286351	LOC_Os06g17840
Os06g0286500	LOC_Os06g17880
Os06g0286700	LOC_Os06g17900
Os06g0287000	LOC_Os06g17920
Os06g0287500	LOC_Os06g17950
Os06g0288100	LOC_Os06g18000
Os06g0288300	LOC_Os06g18010
Os06g0289200	LOC_Os06g18140
Os06g0289900	LOC_Os06g18670
Os06g0291100	LOC_Os06g18790
Os06g0291600	LOC_Os06g18830
Os06g0294600	LOC_Os06g19070
Os06g0297400	LOC_Os06g19370
Os06g0297700	LOC_Os06g19390
Os06g0297800	LOC_Os06g19400
Os06g0298200	LOC_Os06g19444
Os06g0298400	LOC_Os06g19470
Os06g0298700	LOC_Os06g19500
Os06g0299100	LOC_Os06g19530
Os06g0299200	LOC_Os06g19540
Os06g0299300	LOC_Os06g19550
Os06g0300000	LOC_Os06g19590
Os06g0300200	LOC_Os06g19610
Os06g0300300	LOC_Os06g19620
Os06g0300500	LOC_Os06g19630
Os06g0300600	LOC_Os06g19640
Os06g0300700	LOC_Os06g19650
Os06g0300800	LOC_Os06g19660
Os06g0300900	LOC_Os06g19670
Os06g0301000	LOC_Os06g19680
Os06g0301100	LOC_Os06g19690
Os06g0301300	LOC_Os06g19730
Os06g0302000	LOC_Os06g19800
Os06g0303400	LOC_Os06g19960
Os06g0303700	LOC_Os06g19980
