name,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,dataset 1 (728 proteins),dataset 2 (133 proteins),Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,pathways,Radiality,selected,SelfLoops,shared name,status D1,status D2,Stress,TopologicalCoefficient,Unweighted graph predicted proteins (dataset 1),Unweighted graph predicted proteins (dataset 2),Weighted graph predicted proteins (dataset 1),Weighted graph predicted proteins (dataset 2)
LOC_Os02g51930,2.971904568,6.64E-06,0.33648456,0.648788744,1,0,138,7,false,187.3115942,0,138,0,,0.999251081,false,0,LOC_Os02g51930,TRAINING,N/A,731354,0.059388584,1,0,1,0
LOC_Os09g30510,2.949323736,8.41E-06,0.339060778,0.623352794,0,0,110,7,false,221.1181818,0,110,0,luteolinidin 5-<i>O</i>-glucoside biosynthesis//apigeninidin 5-<i>O</i>-glucoside biosynthesis,0.999259657,false,0,LOC_Os09g30510,N/A,N/A,888554,0.06610409,0,0,0,0
LOC_Os07g37690,3.081383874,8.36E-07,0.32452951,0.784131327,0,0,86,8,false,209.4418605,0,86,0,,0.999209501,false,0,LOC_Os07g37690,MEDIUM CONFIDENCE (Unweighted),N/A,200674,0.095942217,1,0,0,0
LOC_Os05g45110,2.810413885,2.83E-05,0.355819477,0.594711315,0,0,174,7,false,217.7816092,0,174,0,luteolinidin 5-<i>O</i>-glucoside biosynthesis//apigeninidin 5-<i>O</i>-glucoside biosynthesis,0.999312414,false,0,LOC_Os05g45110,N/A,N/A,3001246,0.043417386,0,0,0,0
LOC_Os05g47950,3.070238579,1.67E-06,0.325707587,0.710907704,0,0,115,7,false,189.826087,0,115,0,,0.999213734,false,0,LOC_Os05g47950,N/A,N/A,325648,0.08406824,0,0,0,0
LOC_Os07g31960,3.067162013,3.84E-06,0.326034294,0.677253929,0,0,156,7,false,168.5705128,0,156,0,luteolinidin 5-<i>O</i>-glucoside biosynthesis//apigeninidin 5-<i>O</i>-glucoside biosynthesis,0.999214902,false,0,LOC_Os07g31960,MEDIUM CONFIDENCE (Weighted),N/A,356200,0.073291527,0,0,1,0
LOC_Os07g30620,2.811865095,1.42E-05,0.355635838,0.666001994,0,0,119,7,false,245.302521,0,119,0,,0.999311863,false,0,LOC_Os07g30620,N/A,N/A,1438860,0.048729146,0,0,0,0
LOC_Os01g53330,2.798223719,2.40E-05,0.357369567,0.598251422,0,0,154,7,false,222.9480519,0,154,0,luteolinidin 5-<i>O</i>-glucoside biosynthesis//apigeninidin 5-<i>O</i>-glucoside biosynthesis,0.999317044,false,0,LOC_Os01g53330,N/A,N/A,2359310,0.042907631,0,0,0,0
LOC_Os07g13634,2.758112266,9.25E-05,0.362566822,0.506750392,0,0,196,7,false,261.5663265,0,196,0,superpathway of benzoxazinoid glucosides biosynthesis//DIBOA-glucoside biosynthesis,0.999332278,false,0,LOC_Os07g13634,N/A,N/A,7587114,0.046058518,0,0,0,0
LOC_Os02g11130,3.075811227,1.52E-06,0.325117482,0.726438699,0,0,110,7,false,192.4909091,0,110,0,quercetin gentiotetraside biosynthesis,0.999211617,false,0,LOC_Os02g11130,MEDIUM CONFIDENCE (Unweighted),N/A,289106,0.086241447,1,0,0,0
LOC_Os04g44250,2.846113659,1.66E-05,0.351356312,0.620986759,0,0,149,7,false,213.1208054,0,149,0,,0.999298855,false,0,LOC_Os04g44250,N/A,N/A,1902858,0.046532927,0,0,0,0
LOC_Os05g45080,3.035757822,4.21E-06,0.329407041,0.618032024,0,0,174,7,false,166.9425287,0,174,0,luteolinidin 5-<i>O</i>-glucoside biosynthesis//apigeninidin 5-<i>O</i>-glucoside biosynthesis,0.99922683,false,0,LOC_Os05g45080,N/A,N/A,455544,0.066937662,0,0,0,0
LOC_Os05g42070,2.755964474,8.94E-05,0.36284938,0.496624537,0,0,199,7,false,269.4824121,0,199,0,,0.999333094,false,0,LOC_Os05g42070,N/A,N/A,8229340,0.047128788,0,0,0,0
LOC_Os03g49524,2.847042433,5.12E-05,0.351241691,0.534816859,0,0,187,7,false,226.7700535,0,187,0,soybean saponin I biosynthesis,0.999298503,false,0,LOC_Os03g49524,N/A,N/A,5133664,0.050170366,0,0,0,0
LOC_Os04g12960,2.90091136,7.24E-06,0.344719254,0.687007874,0,0,128,7,false,198.4609375,0,128,0,,0.999278044,false,0,LOC_Os04g12960,N/A,N/A,869664,0.051162912,0,0,0,0
LOC_Os07g32620,3.003076566,6.83E-06,0.332991843,0.699891658,0,0,143,7,false,186.1188811,0,143,0,baicalein metabolism//wogonin metabolism,0.999239242,false,0,LOC_Os07g32620,N/A,N/A,561422,0.068830947,0,0,0,0
LOC_Os06g18670,2.841179544,1.86E-05,0.351966493,0.670792341,0,0,138,7,false,241.2971014,0,138,0,eriodictyol <I>C</i>-glucosylation//pinocembrin <i>C</i>-glucosylation//naringenin <i>C</i>-glucosylation//flavonoid di-C-glucosylation,0.999300729,false,0,LOC_Os06g18670,N/A,N/A,2302104,0.052673456,0,0,0,0
LOC_Os05g12450,2.926975097,1.01E-05,0.341649644,0.656003937,0,0,128,7,false,204.4765625,0,128,0,,0.999268145,false,0,LOC_Os05g12450,MEDIUM CONFIDENCE (Unweighted),N/A,1011908,0.056563364,1,0,0,0
LOC_Os04g25970,2.860741859,1.33E-05,0.349559677,0.660503541,0,0,124,7,false,246.766129,0,124,0,,0.9992933,false,0,LOC_Os04g25970,MEDIUM CONFIDENCE (Weighted),N/A,1883034,0.055981427,0,0,1,0
LOC_Os03g55030,2.832878621,6.89E-06,0.352997828,0.711547452,0,0,93,7,false,263.8387097,0,93,0,myricetin gentiobioside biosynthesis//quercetin gentiotetraside biosynthesis,0.999303882,false,0,LOC_Os03g55030,MEDIUM CONFIDENCE (Weighted),N/A,875594,0.054795163,0,0,1,0
LOC_Os06g17120,3.026121786,3.66E-06,0.330455967,0.70614164,0,0,83,8,false,231.5301205,0,83,0,,0.999230489,false,0,LOC_Os06g17120,N/A,N/A,509022,0.084530895,0,0,0,0
LOC_Os02g14630,2.776803854,8.15E-05,0.360126265,0.567204789,0,0,149,7,false,226.7919463,0,149,0,,0.999325179,false,0,LOC_Os02g14630,N/A,N/A,3523576,0.041758782,0,0,0,0
LOC_Os04g46990,2.780228711,4.25E-05,0.359682639,0.587434555,0,0,191,7,false,227.6701571,0,191,0,cytokinin-<i>O</i>-glucosides biosynthesis,0.999323878,false,0,LOC_Os04g46990,N/A,N/A,4186158,0.042294289,0,0,0,0
LOC_Os05g42020,2.849016079,2.16E-05,0.35099837,0.631265509,0,0,156,7,false,220.8012821,0,156,0,,0.999297753,false,0,LOC_Os05g42020,N/A,MEDIUM CONFIDENCE (Weighted),2397966,0.049034262,0,0,0,1
LOC_Os07g30760,2.990189818,9.82E-06,0.33442693,0.639007699,0,0,168,7,false,173.0952381,0,168,0,,0.999244136,false,0,LOC_Os07g30760,N/A,N/A,742858,0.059770455,0,0,0,0
LOC_Os02g14570,2.963197307,9.19E-06,0.337473309,0.662731067,0,0,130,7,false,195.2692308,0,130,0,,0.999254388,false,0,LOC_Os02g14570,MEDIUM CONFIDENCE (Weighted),N/A,699964,0.060546213,0,0,1,0
LOC_Os06g08830,2.846636095,2.00E-05,0.351291829,0.601393142,0,0,183,7,false,189.284153,0,183,0,baicalein metabolism//wogonin metabolism,0.999298657,false,0,LOC_Os06g08830,N/A,N/A,1898394,0.041720113,0,0,0,0
LOC_Os06g39330,2.832994718,2.91E-05,0.352983362,0.592672659,1,0,188,7,false,190.5904255,0,188,0,,0.999303838,false,0,LOC_Os06g39330,TRAINING,N/A,2124404,0.040456469,1,0,1,0
LOC_Os01g41430,2.974748941,8.48E-05,0.336162822,0.570990566,1,0,160,7,false,168.34375,0,160,0,salicylate glucosides biosynthesis III//coniferin metabolism//scopolin biosynthesis//cinnamate esters biosynthesis//superpathway of scopolin and esculin biosynthesis//coumarin biosynthesis (via 2-coumarate)//salicylate glucosides biosynthesis IV,0.99925,false,0,LOC_Os01g41430,TRAINING,N/A,1442522,0.05436854,1,0,1,0
LOC_Os07g46610,2.972252859,8.30E-06,0.33644513,0.644306846,1,0,171,8,false,184.0175439,0,171,0,cytokinin-<i>O</i>-glucosides biosynthesis,0.999250948,false,0,LOC_Os07g46610,TRAINING,N/A,825258,0.060294084,1,0,1,0
LOC_Os07g13810,2.828118651,2.95E-05,0.353591954,0.591022869,0,0,188,7,false,196.1489362,0,188,0,superpathway of benzoxazinoid glucosides biosynthesis//DIBOA-glucoside biosynthesis,0.99930569,false,0,LOC_Os07g13810,N/A,N/A,2653038,0.041574594,0,0,0,0
LOC_Os06g18140,2.82707378,5.21E-05,0.35372264,0.55888744,1,0,118,7,false,252.4237288,0,118,0,eriodictyol <I>C</i>-glucosylation//pinocembrin <i>C</i>-glucosylation//naringenin <i>C</i>-glucosylation//flavonoid di-C-glucosylation,0.999306087,false,0,LOC_Os06g18140,TRAINING,N/A,3089690,0.052791948,1,0,1,0
LOC_Os06g17020,3.026005689,4.99E-06,0.330468645,0.694919116,0,0,133,8,false,191.3609023,0,133,0,myricetin gentiobioside biosynthesis//quercetin gentiotetraside biosynthesis,0.999230533,false,0,LOC_Os06g17020,N/A,N/A,623206,0.072348167,0,0,0,0
LOC_Os04g25490,2.891565566,8.85E-06,0.345833417,0.647653001,0,0,154,7,false,191.3701299,0,154,0,,0.999281593,false,0,LOC_Os04g25490,N/A,N/A,1034226,0.047651925,0,0,0,0
LOC_Os02g14590,3.041388518,3.12E-06,0.328797191,0.689516556,0,0,138,7,false,180.942029,0,138,0,,0.999224691,false,0,LOC_Os02g14590,N/A,N/A,435154,0.073137441,0,0,0,0
LOC_Os07g10240,3.094502815,3.92E-06,0.323153689,0.657130243,0,1,151,8,false,166.397351,0,151,0,soybean saponin I biosynthesis,0.999204518,false,0,LOC_Os07g10240,N/A,TRAINING,274242,0.079730403,0,0,0,0
LOC_Os02g11700,2.853485807,2.03E-05,0.350448563,0.681914761,0,0,127,7,false,256.1653543,0,127,0,cytokinin-<i>O</i>-glucosides biosynthesis,0.999296056,false,0,LOC_Os02g11700,N/A,N/A,2550516,0.057410434,0,0,0,0
LOC_Os04g25440,2.940964765,1.03E-05,0.340024475,0.674663468,0,0,123,7,false,209.0894309,0,123,0,,0.999262831,false,0,LOC_Os04g25440,N/A,N/A,930030,0.061101529,0,0,0,0
LOC_Os02g37690,2.85157021,2.16E-05,0.350683983,0.660011744,0,0,131,7,false,241.3358779,0,131,0,soybean saponin I biosynthesis,0.999296783,false,0,LOC_Os02g37690,N/A,N/A,2350114,0.053582566,0,0,0,0
LOC_Os04g12980,2.983862541,9.60E-06,0.335136082,0.653840943,0,0,122,8,false,200.4918033,0,122,0,,0.999246539,false,0,LOC_Os04g12980,N/A,N/A,849110,0.067665138,0,0,0,0
LOC_Os08g07200,2.813780693,2.19E-05,0.355393724,0.643044619,0,0,127,7,false,260.7401575,0,127,0,,0.999311135,false,0,LOC_Os08g07200,N/A,MEDIUM CONFIDENCE (Unweighted),2273626,0.05198169,0,1,0,0
LOC_Os09g34250,2.92029953,1.08E-04,0.342430627,0.529504799,1,0,192,7,false,163.3072917,0,192,0,,0.99927068,false,0,LOC_Os09g34250,TRAINING,N/A,3644378,0.046173878,1,0,1,0
LOC_Os04g37820,3.043246067,2.05E-06,0.328596498,0.736341138,0,0,103,7,false,196,0,103,0,dhurrin biosynthesis,0.999223986,false,0,LOC_Os04g37820,N/A,N/A,332542,0.07868326,0,0,0,0
LOC_Os01g08090,2.752655715,2.63E-04,0.363285534,0.470338983,0,0,177,7,false,194.8361582,0,177,0,cytokinin-<i>O</i>-glucosides biosynthesis,0.99933435,false,0,LOC_Os01g08090,N/A,N/A,6374292,0.03423987,0,0,0,0
LOC_Os01g08110,2.703604806,1.95E-04,0.369876543,0.400616333,1,0,177,7,false,223,0,177,0,cytokinin-<i>O</i>-glucosides biosynthesis,0.99935298,false,0,LOC_Os01g08110,TRAINING,MEDIUM CONFIDENCE (Unweighted),5983642,0.035244879,1,1,1,0
LOC_Os01g43270,3.050269925,1.12E-05,0.327839839,0.671677852,0,0,150,7,false,175.06,0,150,0,,0.999221318,false,0,LOC_Os01g43270,MEDIUM CONFIDENCE (Unweighted),N/A,447218,0.073797077,1,0,0,0
LOC_Os09g36860,3.272653393,3.21E-06,0.305562453,0.08974359,0,0,13,8,false,85,0,13,0,,0.999136858,false,0,LOC_Os09g36860,N/A,N/A,34640,0.088732508,0,0,0,0
LOC_Os07g36090,2.917339061,1.19E-05,0.34277812,0.308536585,0,0,41,7,false,352.6341463,0,41,0,,0.999271804,false,0,LOC_Os07g36090,N/A,N/A,394824,0.092028446,0,0,0,0
LOC_Os01g01970,3.260289081,7.80E-07,0.306721268,0.142857143,0,0,7,8,false,198.8571429,0,7,0,,0.999141554,false,0,LOC_Os01g01970,MEDIUM CONFIDENCE (Unweighted),N/A,15660,0.183428043,1,0,0,0
LOC_Os03g25110,2.927845823,1.03E-05,0.341548039,0.062409289,0,0,53,7,false,193.3962264,0,53,0,,0.999267814,false,0,LOC_Os03g25110,N/A,N/A,395328,0.053495685,0,0,0,0
LOC_Os06g19550,2.715098392,3.98E-05,0.368310778,0.133703447,0,0,132,7,false,329.9469697,0,132,0,very long chain fatty acid biosynthesis II//very long chain fatty acid biosynthesis I,0.999348614,false,0,LOC_Os06g19550,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),3741792,0.052372326,1,1,0,0
LOC_Os06g19530,2.72101933,1.63E-04,0.367509333,0.136318898,0,0,128,7,false,330.4140625,0,128,0,very long chain fatty acid biosynthesis II//very long chain fatty acid biosynthesis I,0.999346366,false,0,LOC_Os06g19530,N/A,N/A,7089550,0.052915231,0,0,0,0
LOC_Os07g34920,2.689499042,2.09E-05,0.371816455,0.541479668,0,1,172,7,false,330.5639535,0,172,0,,0.999358337,false,0,LOC_Os07g34920,N/A,TRAINING,1966832,0.049411652,0,1,0,1
LOC_Os11g42000,3.09212283,1.07E-05,0.323402418,0.226666667,0,0,25,8,false,259.48,0,25,0,,0.999205422,false,0,LOC_Os11g42000,N/A,N/A,356602,0.123761337,0,0,0,0
LOC_Os06g19610,2.734312417,5.12E-05,0.365722656,0.114911417,0,0,128,7,false,301.6796875,0,128,0,fatty acid &beta;-oxidation II (peroxisome)//superpathway of glyoxylate cycle and fatty acid degradation,0.999341317,false,0,LOC_Os06g19610,N/A,N/A,3775614,0.049888854,0,0,0,0
LOC_Os01g51390,2.73088756,3.03E-05,0.366181316,0.26119403,0,0,68,7,false,513.9558824,0,68,0,aerobic respiration I (cytochrome c),0.999342618,false,0,LOC_Os01g51390,N/A,N/A,1481714,0.082536676,0,0,0,0
LOC_Os05g31830,2.661461659,2.59E-05,0.375733386,0.511985899,0,0,185,7,false,365.1189189,0,185,0,,0.999368985,false,0,LOC_Os05g31830,N/A,N/A,2409010,0.05167996,0,0,0,0
LOC_Os01g64840,2.646891508,3.20E-05,0.377801658,0.458606021,0,1,192,7,false,354.796875,0,192,0,,0.999374519,false,0,LOC_Os01g64840,N/A,TRAINING,2800002,0.048998326,0,1,0,1
LOC_Os07g34850,2.646369072,3.46E-05,0.377876242,0.463631841,0,0,201,7,false,355.0746269,0,201,0,,0.999374717,false,0,LOC_Os07g34850,N/A,N/A,3102452,0.048633698,0,0,0,0
LOC_Os05g48330,2.635281825,4.93E-05,0.379466056,0.486830743,0,0,193,7,false,374.4404145,0,193,0,,0.999378928,false,0,LOC_Os05g48330,N/A,N/A,3696968,0.050065572,0,0,0,0
LOC_Os05g06750,2.698554595,1.34E-04,0.370568749,0.139194139,0,0,91,7,false,323.0659341,0,91,0,"superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle//superpathway of acetyl-CoA biosynthesis//glycine cleavage//2-oxoglutarate decarboxylation to succinyl-CoA//2-oxoisovalerate decarboxylation to isobutanoyl-CoA//pyruvate decarboxylation to acetyl CoA",0.999354898,false,0,LOC_Os05g06750,N/A,N/A,5243728,0.048711542,0,0,0,0
LOC_Os11g14430,2.686480525,1.39E-04,0.372234226,0.260739261,0,0,78,7,false,472.3846154,0,78,0,,0.999359483,false,0,LOC_Os11g14430,N/A,N/A,4071174,0.069007885,0,0,0,0
LOC_Os04g53540,2.757705927,2.78E-04,0.362620245,0.201057636,0,0,194,7,false,199.5154639,0,194,0,,0.999332432,false,0,LOC_Os04g53540,N/A,N/A,9721040,0.035933926,0,0,0,0
LOC_Os05g50990,2.847390724,1.74E-04,0.351198728,0.120258368,0,0,131,7,false,176.1526718,0,131,0,,0.99929837,false,0,LOC_Os05g50990,N/A,N/A,5269064,0.039339582,0,0,0,0
LOC_Os09g27930,2.950020317,2.19E-06,0.338980716,0.346218487,0,0,35,8,false,306.0285714,0,35,0,,0.999259392,false,0,LOC_Os09g27930,N/A,N/A,85768,0.086124402,0,0,0,0
LOC_Os11g01074,3.057119638,1.73E-06,0.327105288,0.242105263,0,0,20,8,false,289.05,0,20,0,,0.999218716,false,0,LOC_Os11g01074,N/A,N/A,65500,0.118791118,0,0,0,0
LOC_Os02g54020,3.048876763,9.72E-06,0.327989643,0.091133005,0,0,29,8,false,180.8965517,0,29,0,,0.999221847,false,0,LOC_Os02g54020,N/A,N/A,244228,0.072405504,0,0,0,0
LOC_Os03g59340,2.912637139,6.64E-05,0.343331473,0.111498258,0,0,42,7,false,198.3333333,0,42,0,cellulose biosynthesis,0.99927359,false,0,LOC_Os03g59340,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Weighted),1854582,0.052367117,1,0,0,1
LOC_Os02g02050,2.7860916,3.46E-05,0.358925744,0.283834586,0,0,57,7,false,353.7894737,0,57,0,,0.999321652,false,0,LOC_Os02g02050,N/A,N/A,1289536,0.065574037,0,0,0,0
LOC_Os05g06330,2.750217682,1.03E-04,0.363607582,0.267750214,0,0,168,7,false,225.6607143,0,168,0,,0.999335276,false,0,LOC_Os05g06330,N/A,N/A,3566790,0.039351737,0,0,0,0
LOC_Os11g04600,2.672606954,9.36E-05,0.374166504,0.140806562,0,0,77,7,false,327.7792208,0,77,0,,0.999364752,false,0,LOC_Os11g04600,N/A,N/A,2665292,0.047583224,0,0,0,0
LOC_Os05g38460,3.049225054,2.86E-06,0.327952179,0.132352941,0,0,17,7,false,274.1764706,0,17,0,,0.999221715,false,0,LOC_Os05g38460,N/A,N/A,106148,0.108448605,0,0,0,0
LOC_Os01g62410,2.894816277,4.24E-06,0.345445066,0.144537815,0,0,35,7,false,355,0,35,0,,0.999280358,false,0,LOC_Os01g62410,MEDIUM CONFIDENCE (Unweighted),N/A,157692,0.083515966,1,0,0,0
LOC_Os05g44400,2.777210193,4.35E-05,0.360073574,0.319172113,0,0,136,7,false,268.5661765,0,136,0,,0.999325025,false,0,LOC_Os05g44400,N/A,N/A,2246738,0.05022745,0,0,0,0
LOC_Os04g41280,2.926394613,6.63E-06,0.341717414,0.165587419,0,0,47,7,false,292.1914894,0,47,0,,0.999268365,false,0,LOC_Os04g41280,N/A,N/A,261316,0.078255467,0,0,0,0
LOC_Os12g04410,2.894351889,3.80E-05,0.345500491,0.178895877,0,0,54,7,false,229.8703704,0,54,0,,0.999280535,false,0,LOC_Os12g04410,MEDIUM CONFIDENCE (Weighted),N/A,1007508,0.056465333,0,0,1,0
LOC_Os01g54210,2.778255065,5.52E-05,0.359938154,0.363138686,0,0,137,7,false,288.0072993,0,137,0,,0.999324628,false,0,LOC_Os01g54210,N/A,N/A,2447064,0.053962901,0,0,0,0
LOC_Os03g43930,2.867185232,8.39E-05,0.348774118,0.111387164,0,0,70,7,false,173.4857143,0,70,0,,0.999290853,false,0,LOC_Os03g43930,N/A,N/A,2265350,0.040105698,0,0,0,0
LOC_Os04g12660,3.023277413,9.18E-06,0.330766868,0.176470588,0,0,18,7,false,323.5,0,18,0,,0.99923157,false,0,LOC_Os04g12660,N/A,N/A,197082,0.117661329,0,0,0,0
LOC_Os12g41860,2.860045278,8.06E-05,0.349644814,0.140238704,0,0,69,7,false,186.3768116,0,69,0,,0.999293564,false,0,LOC_Os12g41860,N/A,N/A,2375624,0.042081014,0,0,0,0
LOC_Os06g49160,3.045626052,2.94E-05,0.328339718,0.042735043,0,0,27,7,false,137.8888889,0,27,0,,0.999223082,false,0,LOC_Os06g49160,N/A,N/A,698062,0.059326367,0,0,0,0
LOC_Os01g24070,2.855865792,3.86E-05,0.35015651,0.374833429,0,0,103,7,false,252.4466019,0,103,0,,0.999295152,false,0,LOC_Os01g24070,N/A,N/A,1783966,0.055507168,0,0,0,0
LOC_Os02g30850,2.878330528,5.67E-05,0.347423616,0.122033898,0,0,60,7,false,204.05,0,60,0,thioredoxin pathway,0.99928662,false,0,LOC_Os02g30850,N/A,N/A,1585138,0.049582827,0,0,0,0
LOC_Os11g14300,2.813084112,2.49E-05,0.355481728,0.30952381,0,0,57,7,false,349.1754386,0,57,0,,0.9993114,false,0,LOC_Os11g14300,N/A,N/A,780638,0.069047718,0,0,0,0
LOC_Os12g35610,3.055087943,6.52E-06,0.32732282,0.452898551,0,0,24,7,false,267.875,0,24,0,,0.999219488,false,0,LOC_Os12g35610,MEDIUM CONFIDENCE (Unweighted),N/A,225414,0.115977335,1,0,0,0
LOC_Os07g41900,2.834562025,1.53E-05,0.352788188,0.146327684,0,0,60,7,false,255.7833333,0,60,0,,0.999303243,false,0,LOC_Os07g41900,N/A,N/A,520278,0.05534877,0,0,0,0
LOC_Os12g21870,2.962558774,6.76E-06,0.337546046,0.345345345,0,0,37,7,false,259.2702703,0,37,0,,0.99925463,false,0,LOC_Os12g21870,MEDIUM CONFIDENCE (Weighted),N/A,219254,0.077003347,0,0,1,0
LOC_Os03g57430,2.974284553,9.63E-05,0.336215309,0.057317073,0,0,41,7,false,143.2195122,0,41,0,,0.999250177,false,0,LOC_Os03g57430,N/A,N/A,1984638,0.047381909,0,0,0,0
LOC_Os02g25960,2.933012132,2.83E-06,0.340946425,0.24291498,0,0,39,7,false,346.1794872,0,39,0,,0.999265852,false,0,LOC_Os02g25960,N/A,N/A,141018,0.095550507,0,0,0,0
LOC_Os02g14780,2.677018634,6.58E-05,0.373549884,0.198426573,0,0,144,7,false,342.4930556,0,144,0,,0.999363077,false,0,LOC_Os02g14780,N/A,N/A,2680812,0.050048103,0,0,0,0
LOC_Os02g08360,2.813490451,1.13E-05,0.355430387,0.3,0,0,61,8,false,413.0163934,0,61,0,,0.999311246,false,0,LOC_Os02g08360,N/A,N/A,532310,0.080057452,0,0,0,0
LOC_Os01g44069,3.021071574,2.50E-04,0.331008378,0.066532258,0,0,32,7,false,146.9375,0,32,0,CDP-diacylglycerol biosynthesis I//phosphatidylglycerol biosynthesis I (plastidic)//diacylglycerol and triacylglycerol biosynthesis//CDP-diacylglycerol biosynthesis II//superpathway of phospholipid biosynthesis II (plants)//phosphatidylglycerol biosynthesis II (non-plastidic),0.999232407,false,0,LOC_Os01g44069,N/A,N/A,6390492,0.056941748,0,0,0,0
LOC_Os03g13840,2.873164219,6.34E-06,0.348048327,0.175,0,0,16,7,false,480.25,0,16,0,,0.999288582,false,0,LOC_Os03g13840,MEDIUM CONFIDENCE (Weighted),N/A,139614,0.107170759,0,0,1,0
LOC_Os07g01490,2.770650723,2.33E-05,0.360926042,0.187114846,0,0,85,7,false,314.3882353,0,85,0,,0.999327516,false,0,LOC_Os07g01490,N/A,N/A,796034,0.056878,0,0,0,0
LOC_Os10g18150,2.958030998,1.30E-06,0.338062718,0.294117647,0,0,35,8,false,257.7428571,0,35,0,,0.99925635,false,0,LOC_Os10g18150,N/A,MEDIUM CONFIDENCE (Weighted),66244,0.075673182,0,0,0,1
LOC_Os04g45930,2.623149707,4.06E-05,0.381221094,0.194874441,0,0,153,7,false,378.7320261,0,153,0,,0.999383536,false,0,LOC_Os04g45930,N/A,MEDIUM CONFIDENCE (Unweighted),2040318,0.049382243,0,1,0,0
LOC_Os03g03260,2.6508388,3.91E-04,0.377239084,0.179216695,0,0,265,7,false,261.6566038,0,265,0,,0.99937302,false,0,LOC_Os03g03260,N/A,N/A,16464606,0.037102816,0,0,0,0
LOC_Os06g44890,2.698612643,8.59E-05,0.370560778,0.26557377,0,0,61,7,false,496.6229508,0,61,0,,0.999354876,false,0,LOC_Os06g44890,N/A,N/A,3011510,0.07523845,0,0,0,0
LOC_Os06g50380,2.688570268,1.76E-04,0.3719449,0.271263958,0,0,184,7,false,367.0815217,0,184,0,,0.99935869,false,0,LOC_Os06g50380,N/A,N/A,8538722,0.055328446,0,0,0,0
LOC_Os05g03020,2.754513264,5.23E-04,0.363040546,0.093782654,0,0,88,7,false,245.7272727,0,88,0,,0.999333645,false,0,LOC_Os05g03020,N/A,N/A,14219150,0.042183817,0,0,0,0
LOC_Os01g01150,2.800603703,4.94E-05,0.357065871,0.230605286,0,0,69,7,false,320.057971,0,69,0,,0.99931614,false,0,LOC_Os01g01150,N/A,N/A,1573416,0.060833202,0,0,0,0
LOC_Os05g01240,3.22557613,3.96E-08,0.310022135,0.333333333,0,0,3,8,false,488.6666667,0,3,0,,0.999154738,false,0,LOC_Os05g01240,N/A,N/A,1488,0.372773537,0,0,0,0
LOC_Os03g50090,2.746096244,6.02E-06,0.364153297,0.295104895,0,0,66,7,false,489.6818182,0,66,0,,0.999336842,false,0,LOC_Os03g50090,MEDIUM CONFIDENCE (Weighted),N/A,314482,0.080872307,0,0,1,0
LOC_Os04g58720,2.74551576,2.24E-04,0.364230289,0.298279779,0,0,79,7,false,332.2151899,0,79,0,,0.999337062,false,0,LOC_Os04g58720,N/A,N/A,7010346,0.056620057,0,0,0,0
LOC_Os06g07960,2.754223022,1.94E-05,0.363078804,0.197039778,0,0,47,7,false,536.3829787,0,47,0,,0.999333755,false,0,LOC_Os06g07960,N/A,N/A,880398,0.091451271,0,0,0,0
LOC_Os06g07860,2.724037848,8.18E-05,0.367102095,0.170186335,0,0,70,7,false,439.4285714,0,70,0,,0.999345219,false,0,LOC_Os06g07860,MEDIUM CONFIDENCE (Weighted),N/A,3008832,0.069861458,0,0,1,0
LOC_Os07g29420,2.807975852,2.82E-05,0.356128419,0.168362627,0,0,47,7,false,310.4042553,0,47,0,,0.99931334,false,0,LOC_Os07g29420,N/A,N/A,708364,0.060000576,0,0,0,0
LOC_Os01g51320,3.014221861,1.64E-06,0.331760582,0.223809524,0,0,21,7,false,235.047619,0,21,0,spermine and spermidine degradation III,0.999235009,false,0,LOC_Os01g51320,N/A,N/A,45020,0.081293577,0,0,0,0
LOC_Os01g61830,2.837522494,2.83E-06,0.352420114,0.294623656,0,0,31,7,false,584.0967742,0,31,0,,0.999302118,false,0,LOC_Os01g61830,MEDIUM CONFIDENCE (Unweighted),N/A,153798,0.117999348,1,0,0,0
LOC_Os03g12290,2.649910025,6.93E-05,0.377371303,0.141715116,1,0,129,7,false,333.3023256,0,129,0,L-glutamine biosynthesis III//ammonia assimilation cycle I//ammonia assimilation cycle II//ornithine-citrulline shuttle//L-glutamine biosynthesis I//nitrate reduction II (assimilatory)//superpathway of ammonia assimilation (plants),0.999373373,false,0,LOC_Os03g12290,TRAINING,MEDIUM CONFIDENCE (Unweighted),2843558,0.045563168,1,1,1,0
LOC_Os02g49720,2.870319847,2.13E-06,0.348393229,0.383333333,0,0,25,7,false,601.84,0,25,0,fatty acid &alpha;-oxidation I//&beta;-alanine biosynthesis I,0.999289662,false,0,LOC_Os02g49720,N/A,N/A,88266,0.132476337,0,0,0,0
LOC_Os03g19059,2.708132583,1.19E-05,0.36925814,0.237474262,0,0,94,7,false,399.5531915,0,94,0,,0.99935126,false,0,LOC_Os03g19059,N/A,N/A,622842,0.061430282,0,0,0,0
